,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,type_right,type_left,type
2635,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2636,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2637,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2638,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2639,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2640,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2641,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2642,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2643,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2644,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2645,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2646,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2647,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2648,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2649,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2650,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2651,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2652,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2653,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2654,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2655,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2656,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2657,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2658,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2659,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2660,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2661,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2662,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2663,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2664,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2665,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2666,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2667,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2668,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2669,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2670,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2671,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2672,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2673,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2674,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2675,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2676,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2677,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2678,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2679,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2680,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2681,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2682,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2683,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2684,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2685,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2686,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2687,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2688,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2689,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2690,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2691,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2692,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2693,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2694,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2695,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2696,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2697,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2698,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2699,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2700,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2701,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2702,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2703,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2704,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2705,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2706,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2707,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2708,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2709,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2710,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2711,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2712,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2713,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2714,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2715,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2716,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2717,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2718,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2719,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2720,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2721,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2722,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2723,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2724,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2725,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2726,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2727,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2728,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2729,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2730,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2731,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2732,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2733,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2734,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2735,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2736,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2737,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2738,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2739,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2740,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2741,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2742,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2743,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2744,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2745,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2746,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2747,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2748,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2749,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2750,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2751,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2752,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2753,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2754,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2755,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2756,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2757,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2758,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2759,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2760,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2761,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2762,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2763,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2764,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2765,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2766,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2767,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2768,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2769,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2770,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2771,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2772,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2773,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2774,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2775,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2776,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2777,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2778,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2779,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2780,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2781,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2782,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2783,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2784,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2785,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2786,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2787,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2788,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2789,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2790,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2791,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2792,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2793,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2794,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2795,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2796,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2797,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2798,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2799,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2800,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2801,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2802,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2803,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2804,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2805,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2806,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2807,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2808,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2809,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2810,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2811,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2812,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2813,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2814,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2815,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2816,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2817,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2818,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2819,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2820,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2821,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2822,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2823,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2824,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2825,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2826,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2827,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2828,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2829,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2830,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2831,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2832,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2833,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2834,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2835,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2836,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2837,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2838,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2839,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2840,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2841,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2842,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2843,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2844,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2845,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2846,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2847,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2848,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2849,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2850,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2851,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2852,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2853,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2854,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2855,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2856,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2857,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2858,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2859,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2860,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2861,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2862,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2863,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2864,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2865,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2866,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2867,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2868,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2869,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2870,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2871,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2872,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2873,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2874,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2875,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2876,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2877,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2878,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2879,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2880,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2881,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2882,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2883,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2884,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2885,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2886,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2887,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2888,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2889,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2890,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2891,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2892,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2893,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2894,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2895,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2896,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2897,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2898,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2899,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2900,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2901,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2902,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2903,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2904,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2905,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2906,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2907,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2908,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2909,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2910,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2911,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2912,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2913,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2914,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2915,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2916,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2917,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2918,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2919,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2920,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2921,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2922,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2923,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2924,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2925,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2926,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2927,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2928,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2929,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2930,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2931,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2932,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2933,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2934,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2935,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2936,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2937,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2938,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2939,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2940,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2941,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2942,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2943,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2944,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2945,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2946,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2947,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2948,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
2949,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
