,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,type_right,type_left,type
6908,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6909,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6910,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6911,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6912,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6913,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6914,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6915,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6916,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6917,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6918,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6919,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6920,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6921,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6922,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6923,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6924,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6925,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6926,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6927,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6928,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6929,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6930,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6931,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6932,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6933,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6934,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6935,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6936,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6937,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6938,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6939,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6940,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6941,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6942,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6943,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6944,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6945,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6946,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6947,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6948,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6949,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6950,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6951,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6952,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6953,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6954,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6955,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6956,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6957,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6958,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6959,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6960,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6961,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6962,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6963,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6964,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6965,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6966,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6967,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6968,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6969,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6970,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6971,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6972,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6973,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6974,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6975,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6976,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6977,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6978,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6979,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6980,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6981,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6982,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6983,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6984,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6985,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6986,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6987,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6988,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6989,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6990,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6991,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6992,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6993,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6994,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6995,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6996,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6997,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6998,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
6999,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7000,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7001,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7002,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7003,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7004,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7005,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7006,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7007,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7008,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7009,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7010,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7011,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7012,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7013,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7014,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7015,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7016,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7017,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7018,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7019,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7020,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7021,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7022,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7023,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7024,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7025,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7026,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7027,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7028,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7029,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7030,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7031,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7032,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7033,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7034,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7035,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7036,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7037,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7038,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7039,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7040,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7041,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7042,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7043,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7044,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7045,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7046,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7047,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7048,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7049,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7050,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7051,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7052,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7053,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7054,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7055,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7056,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7057,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7058,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7059,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7060,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7061,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7062,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7063,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7064,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7065,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7066,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7067,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7068,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7069,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7070,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7071,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7072,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7073,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7074,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7075,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7076,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7077,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7078,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7079,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7080,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7081,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7082,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7083,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7084,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7085,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7086,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7087,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7088,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7089,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7090,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7091,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7092,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7093,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7094,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7095,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7096,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7097,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7098,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7099,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7100,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7101,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7102,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7103,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7104,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7105,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7106,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7107,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7108,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7109,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7110,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7111,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7112,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7113,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7114,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7115,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7116,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7117,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7118,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7119,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7120,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7121,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7122,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7123,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7124,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7125,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7126,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7127,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7128,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7129,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7130,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7131,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7132,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7133,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7134,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7135,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7136,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7137,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7138,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7139,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7140,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7141,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7142,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7143,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7144,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7145,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7146,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7147,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7148,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7149,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7150,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7151,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7152,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7153,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7154,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7155,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7156,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7157,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7158,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7159,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7160,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7161,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7162,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7163,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7164,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7165,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7166,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7167,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7168,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7169,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7170,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7171,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7172,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7173,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7174,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7175,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7176,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7177,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7178,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7179,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7180,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7181,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7182,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7183,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7184,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7185,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7186,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7187,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7188,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7189,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7190,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7191,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7192,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7193,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7194,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7195,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7196,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7197,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7198,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7199,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7200,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7201,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7202,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7203,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7204,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7205,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7206,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7207,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7208,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7209,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7210,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7211,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7212,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7213,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7214,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7215,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7216,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7217,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7218,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7219,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7220,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7221,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
7222,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
